,LH_VIS_mean,RH_VIS_mean,LH_SMN_mean,RH_SMN_mean,LH_DAN_mean,RH_DAN_mean,LH_VAN_mean,RH_VAN_mean,LH_LIM_mean,RH_LIM_mean,LH_FPN_mean,RH_FPN_mean,LH_DMN_mean,RH_DMN_mean
0,22.76901706515452,17.424872408272666,-22.659252355394155,-33.7996923984568,5.5151848214728485,3.9286619274445314,10.952828931731046,0.7681435996400715,18.666128174747765,21.388143119028904,25.288490917550764,23.965708925903712,6.845405665549499,5.071073576965359
1,27.835008562107383,16.056476687097888,-35.074635462681854,-33.63553174737645,6.663162521242864,-0.8216054389115712,4.7211282363800935,-2.823266770952933,13.453353173629928,3.0044166173146003,35.27142659384799,28.634342768035083,16.106009953674427,13.883125451099433
2,45.63922469852304,24.266123851935518,-22.823003737610875,-32.16523509610744,5.583006419715357,-1.629527551292774,-2.5983702893292517,-18.378353328413986,12.90426335577961,9.03368490849219,48.297088112429066,36.22498214740766,20.199074188330957,17.302104735667513
3,50.582420718124524,26.896674868315518,-44.02098874685052,-59.080175349958104,12.003853844198416,3.8811944293971696,4.032707530120766,7.586267740861641,28.63778074213478,21.020937061810578,56.70581949433645,58.716820372547005,33.28200269056781,36.99196385544214
4,123.0753541298466,118.32290560358956,1.4852342340608786,4.237517068377154,58.09906514911603,61.74568381871516,37.74339462530014,24.778889724496956,40.420070650817955,27.595153114030417,110.30904066466776,97.6342865041638,71.96699369191089,75.08808758820635
5,56.83791961191265,44.984445950098404,-37.478419037108516,-41.53962520981892,34.90999253699221,37.083801538124156,-0.6431600317606622,-13.485270258750623,18.43129143114584,2.045392013580096,61.7210064626242,56.615585409894436,32.44746366167805,28.725806080975442
6,92.24673503531974,82.79766737408478,6.734193944445303,-0.7301114127733347,65.93155914164268,50.7839536464489,35.710429879372974,14.98759842561527,40.53478525048351,14.213731610935282,99.22976376439475,95.98389954466,42.88199027007042,48.610556240363
7,64.32855414693888,74.00081493874833,38.1506296780325,37.25085161118406,59.48275377412989,61.9584655905656,27.531172640421193,32.67959518867675,23.79722576937965,18.622403486321932,82.67649405649654,66.11876703303126,24.079878588858733,29.499168196196322
8,72.32982112590274,63.54366595129626,15.716143252173213,32.74312138995162,57.919015420224284,52.97057882642502,42.78267996091039,34.17747408315125,18.326767504477683,3.680120527646153,67.44355090534053,58.172263786252884,19.854792076478,22.831588477392973
9,42.63728350669206,51.98746452751115,10.804129529160724,19.357687079044005,61.962062283722666,52.96416709461312,25.794872563280798,31.18360292609729,13.94356061169079,8.762600460451557,72.39384515830957,45.53628418169133,12.64683511634107,13.748521884040082
